filename	sent_density	ttr_basic	ave_s_len	register
1+SP+....txt	59.0	476.0	16909.0	SP
1+LY+....txt	2.0	357.0	527000.0	LY
1+IP+....txt	58.0	348.0	17098.0	IP
1+OP+....txt	37.0	563.0	27192.0	OP
1+IN+....txt	48.0	503.0	20976.0	IN
1+SP+....txt	73.0	341.0	13648.0	SP
1+IN+....txt	55.0	320.0	18288.0	IN
1+OP+....txt	46.0	362.0	21822.0	OP
1+OP+....txt	50.0	379.0	20123.0	OP
1+IP+....txt	57.0	534.0	17600.0	IP
1+LY+....txt	46.0	292.0	21644.0	LY
1+IN+....txt	41.0	353.0	24462.0	IN
1+IN+....txt	43.0	304.0	23511.0	IN
1+OP+....txt	59.0	470.0	17038.0	OP
1+IP+....txt	34.0	373.0	29443.0	IP
1+IP+....txt	32.0	463.0	30900.0	IP
1+OP+....txt	50.0	341.0	20148.0	OP
1+IN+....txt	42.0	463.0	23551.0	IN
1+IN+....txt	42.0	306.0	23635.0	IN
1+IP+....txt	39.0	455.0	25704.0	IP
1+LY+....txt	44.0	637.0	22600.0	LY
1+NA+....txt	48.0	483.0	20806.0	NA
1+IP+....txt	23.0	703.0	43750.0	IP
1+IP+....txt	32.0	714.0	31500.0	IP
1+LY+....txt	16.0	543.0	61333.0	LY
1+NA+....txt	41.0	424.0	24146.0	NA
1+IP+....txt	61.0	521.0	16435.0	IP
1+LY+....txt	8.0	386.0	117750.0	LY
1+OP+....txt	49.0	443.0	20235.0	OP
1+OP+....txt	45.0	474.0	22136.0	OP
1+LY+....txt	3.0	497.0	382000.0	LY
1+IP+....txt	30.0	390.0	33231.0	IP
1+SP+....txt	33.0	365.0	30175.0	SP
1+IP+....txt	45.0	382.0	22128.0	IP
1+IP+....txt	84.0	672.0	11909.0	IP
1+IN+....txt	35.0	317.0	28455.0	IN
1+LY+....txt	19.0	220.0	53294.0	LY
1+OP+....txt	37.0	479.0	27292.0	OP
1+NA+....txt	31.0	594.0	31750.0	NA
1+NA+....txt	49.0	424.0	20607.0	NA
1+IP+....txt	22.0	454.0	46083.0	IP
1+NA+....txt	35.0	527.0	28462.0	NA
1+SP+....txt	47.0	361.0	21459.0	SP
1+LY+....txt	3.0	413.0	293000.0	LY
1+SP+....txt	29.0	500.0	35077.0	SP
1+SP+....txt	44.0	181.0	22519.0	SP
1+OP+....txt	49.0	330.0	20512.0	OP
1+NA+....txt	29.0	523.0	34714.0	NA
1+OP+....txt	43.0	598.0	23154.0	OP
1+IP+....txt	49.0	357.0	20578.0	IP
1+OP+....txt	46.0	254.0	21781.0	OP
1+SP+....txt	64.0	284.0	15594.0	SP
1+LY+....txt	20.0	477.0	50000.0	LY
1+LY+....txt	24.0	446.0	42000.0	LY
1+OP+....txt	21.0	706.0	47667.0	OP
1+IN+....txt	37.0	259.0	26668.0	IN
1+NA+....txt	56.0	525.0	17929.0	NA
1+IN+....txt	37.0	263.0	26828.0	IN
1+SP+....txt	61.0	424.0	16479.0	SP
1+SP+....txt	52.0	353.0	19210.0	SP
1+IN+....txt	53.0	524.0	18897.0	IN
1+IN+....txt	33.0	494.0	30471.0	IN
1+LY+....txt	49.0	740.0	20500.0	LY
1+IP+....txt	31.0	441.0	32049.999999999996	IP
1+LY+....txt	5.0	495.0	222000.0	LY
1+LY+....txt	9.0	401.0	106333.0	LY
1+NA+....txt	50.0	457.0	19927.0	NA
1+LY+....txt	2.0	303.0	419000.0	LY
1+IP+....txt	66.0	658.0	15200.0	IP
1+IN+....txt	34.0	529.0	29727.0	IN
1+IN+....txt	51.0	436.0	19672.0	IN
1+SP+....txt	35.0	425.0	28780.0	SP
1+NA+....txt	39.0	530.0	25958.0	NA
1+LY+....txt	55.0	354.0	18138.0	LY
1+IN+....txt	38.0	365.0	26519.0	IN
1+IN+....txt	47.0	355.0	21421.0	IN
1+IN+....txt	30.0	243.0	33609.0	IN
1+SP+....txt	36.0	279.0	27692.0	SP
1+NA+....txt	41.0	435.0	24188.0	NA
1+LY+....txt	19.0	498.0	53833.0	LY
1+SP+....txt	63.0	271.0	15788.0	SP
1+SP+....txt	48.0	291.0	20796.0	SP
1+IP+....txt	34.0	516.0	29500.0	IP
1+IP+....txt	54.0	545.0	18435.0	IP
1+IN+....txt	40.0	332.0	24802.0	IN
